yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
21582024,2158,2024,CT0007700,CT0007700,,N,N,,I,MANCHESTER,MANCHESTER PD,Manchester,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,59378,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,79,12,91,28,19,47,1.8,2.3,1998-01-01,2019-05-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21592024,2159,2024,CT0008000,CT0008000,,N,N,,I,MERIDEN,MERIDEN PD,Meriden,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,59943,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,104,4,108,20,8,28,2.1,2.3,1998-01-01,2021-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21602024,2160,2024,CT0008100,CT0008100,,N,N,,I,MIDDLEBURY,MIDDLEBURY PD,Middlebury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,8057,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,1,13,0,1,1,1.5,1.7,1998-01-01,2012-04-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21612024,2161,2024,CT0008300,CT0008300,,N,N,,I,MIDDLETOWN,MIDDLETOWN PD,Middletown,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,48331,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,107,7,114,9,16,25,2.4,2.9,1998-01-01,2008-03-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,LOWER CONNECTICUT RIVER VALLEY PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21622024,2162,2024,CT0008400,CT0008400,,N,N,,I,MILFORD,MILFORD PD,Milford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,53065,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,92,5,97,27,19,46,2.2,2.7,1998-01-01,2020-12-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21632024,2163,2024,CT0008500,CT0008500,,N,N,,I,MONROE,MONROE PD,Monroe,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18852,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,5,42,5,4,9,2.2,2.7,1998-01-01,1998-01-01,2021-01-01,2020-03-01,2021-01-01,2021-01-01,N,GREATER BRIDGEPORT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21652024,2165,2024,CT0008800,CT0008800,,N,N,,I,NAUGATUCK,NAUGATUCK PD,Naugatuck,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,31930,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,52,5,57,9,8,17,1.9,2.3,1998-01-01,1998-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21662024,2166,2024,CT0008900,CT0008900,,N,N,,I,NEW BRITAIN,NEW BRITAIN PD,New Britain,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,74528,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,134,0,134,18,9,27,2.0,2.2,1998-01-01,2019-05-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21672024,2167,2024,CT0009000,CT0009000,,N,N,,I,NEW CANAAN,NEW CANAAN PD,New Canaan,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,20973,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,42,0,42,8,4,12,2.4,2.6,1998-01-01,2003-06-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21682024,2168,2024,CT0009300,CT0009300,,N,N,,I,NEW HAVEN,NEW HAVEN PD,New Haven,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,137243,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,279,12,291,52,38,90,2.4,2.8,1998-01-01,1999-05-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21692024,2169,2024,CT0009400,CT0009400,,N,N,,I,NEWINGTON,NEWINGTON PD,Newington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,31504,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,42,6,48,7,9,16,1.6,2.0,1998-01-01,2016-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21702024,2170,2024,CT0009500,CT0009500,,N,N,,I,NEW LONDON,NEW LONDON PD,New London,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,27848,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,58,3,61,8,13,21,2.4,2.9,1998-01-01,1998-01-01,2020-03-01,2020-02-01,2020-03-01,2020-03-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
21712024,2171,2024,CT0009600,CT0009600,,N,N,,I,NEW MILFORD,NEW MILFORD PD,New Milford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,28377,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,40,4,44,7,9,16,1.7,2.1,1998-01-01,2001-01-01,2021-03-01,2020-03-01,2021-03-01,2021-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21722024,2172,2024,CT0009700,CT0009700,,N,N,,I,NEWTOWN,NEWTOWN PD,Newtown,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,27890,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,37,3,40,7,10,17,1.6,2.0,1998-01-01,2003-04-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21732024,2173,2024,CT0009900,CT0009900,,N,N,,I,NORTH BRANFORD,NORTH BRANFORD PD,North Branford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,13385,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,24,5,29,2,2,4,1.9,2.5,1998-01-01,1998-12-01,2021-01-01,2020-03-01,2021-01-01,2021-01-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21742024,2174,2024,CT0010100,CT0010100,,N,N,,I,NORTH HAVEN,NORTH HAVEN PD,North Haven,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,24340,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,49,2,51,7,9,16,2.3,2.8,1998-01-01,1998-01-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21752024,2175,2024,CT0010300,CT0010300,,N,N,,I,NORWALK,NORWALK PD,Norwalk,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,92987,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,162,14,176,19,21,40,1.9,2.3,1998-01-01,1999-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21762024,2176,2024,CT0010400,CT0010400,,N,N,,I,NORWICH,NORWICH PD,Norwich,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,39832,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,63,4,67,12,10,22,1.9,2.2,1998-01-01,2018-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
21772024,2177,2024,CT0010600,CT0010600,,N,N,,I,OLD SAYBROOK,OLD SAYBROOK PD,Old Saybrook,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,10606,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,5,23,4,5,9,2.1,3.0,1998-01-01,2010-09-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,LOWER CONNECTICUT RIVER VALLEY PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21782024,2178,2024,CT0010700,CT0010700,,N,N,,I,ORANGE,ORANGE PD,Orange,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,14352,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,41,4,45,5,7,12,3.2,4.0,1998-01-01,1998-01-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,SOUTH CENTRAL CONNECTICUT PLANNING REGION,"New Haven, CT",Y,Y,Y
21792024,2179,2024,CT0010900,CT0010900,,N,N,,I,PLAINFIELD,PLAINFIELD PD,Plainfield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,15265,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,2,21,2,3,5,1.4,1.7,1998-01-01,1998-01-01,2021-05-01,2020-03-01,2021-05-01,2021-05-01,N,NORTHEASTERN CONNECTICUT PLANNING REGION,Not Specified,Y,Y,Y
21802024,2180,2024,CT0011000,CT0011000,,N,N,,I,PLAINVILLE,PLAINVILLE PD,Plainville,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,17504,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,4,41,3,8,11,2.3,3.0,1998-01-01,2018-10-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21812024,2181,2024,CT0011100,CT0011100,,N,N,,I,PLYMOUTH,PLYMOUTH PD TERRYVILLE,Plymouth,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,11806,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,1,22,2,1,3,1.9,2.1,1998-01-01,2001-09-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21822024,2182,2024,CT0011300,CT0011300,,N,N,,I,PORTLAND,PORTLAND POLICE DEPARTMENT,Portland,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,9449,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,1,1,1.2,1.3,1998-01-01,2021-01-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,N,LOWER CONNECTICUT RIVER VALLEY PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21842024,2184,2024,CT0011600,CT0011600,,N,N,,I,PUTNAM,PUTNAM PD,Putnam,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,9345,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,2,16,2,2,4,1.7,2.1,1998-01-01,1998-04-01,2021-03-01,2020-03-01,2021-03-01,2021-03-01,N,NORTHEASTERN CONNECTICUT PLANNING REGION,Not Specified,Y,Y,Y
21852024,2185,2024,CT0011700,CT0011700,,N,N,,I,REDDING,REDDING POLICE DEPARTMENT,Redding,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,8716,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,6,17,3,2,5,1.6,2.5,1998-01-01,2002-07-01,2020-08-01,2020-03-01,2020-08-01,2020-08-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21862024,2186,2024,CT0011800,CT0011800,,N,N,,I,RIDGEFIELD,RIDGEFIELD PD,Ridgefield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,24924,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,41,4,45,2,5,7,1.7,2.1,1998-01-01,2000-07-01,2020-11-01,2020-03-01,2020-11-01,2020-11-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21872024,2187,2024,CT0011900,CT0011900,,N,N,,I,ROCKY HILL,ROCKY HILL PD,Rocky Hill,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,20692,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,6,41,5,6,11,1.9,2.5,1998-01-01,2015-10-01,2020-12-01,2020-03-01,2020-12-01,2020-12-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21882024,2188,2024,CT0012400,CT0012400,,N,N,,I,SEYMOUR,SEYMOUR PD,Seymour,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,17034,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,37,0,37,3,2,5,2.3,2.5,1998-01-01,2009-01-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21892024,2189,2024,CT0012600,CT0012600,,N,N,,I,SHELTON,SHELTON PD,Shelton,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,42616,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,49,3,52,3,4,7,1.2,1.4,1998-01-01,2001-02-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,NAUGATUCK VALLEY PLANNING REGION,"Waterbury-Shelton, CT",Y,Y,Y
21902024,2190,2024,CT0012800,CT0012800,,N,N,,I,SIMSBURY,SIMSBURY PD,Simsbury,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,25108,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,36,3,39,4,7,11,1.6,2.0,1998-01-01,2005-10-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21912024,2191,2024,CT0013100,CT0013100,,N,N,,I,SOUTHINGTON,SOUTHINGTON PD,Southington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,43849,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,65,10,75,8,10,18,1.7,2.1,1998-01-01,2001-12-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21922024,2192,2024,CT0013200,CT0013200,,N,N,,I,SOUTH WINDSOR,SOUTH WINDSOR PD,South Windsor,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,26741,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,38,7,45,8,6,14,1.7,2.2,1998-01-01,2017-09-01,2017-09-01,2020-03-01,2020-03-01,2020-03-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
21952024,2195,2024,CT0013500,CT0013500,,N,N,,I,STAMFORD,STAMFORD PD,Stamford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,136483,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,236,13,249,32,12,44,2.0,2.1,1998-01-01,2005-01-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,WESTERN CONNECTICUT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21962024,2196,2024,CT0013700,CT0013700,,N,N,,I,STONINGTON,STONINGTON PD,Stonington,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,18469,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,33,4,37,5,11,16,2.1,2.9,1998-01-01,2002-10-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,N,SOUTHEASTERN CONNECTICUT PLANNING REGION,"Norwich-New London-Willimantic, CT",Y,Y,Y
21972024,2197,2024,CT0013800,CT0013800,,N,N,,I,STRATFORD,STRATFORD PD,Stratford,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,52531,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,87,0,87,18,4,22,2.0,2.1,1998-01-01,2008-01-01,2020-02-01,2020-02-01,2020-02-01,2020-02-01,N,GREATER BRIDGEPORT PLANNING REGION,"Bridgeport-Stamford-Danbury, CT",Y,Y,Y
21982024,2198,2024,CT0013900,CT0013900,,N,N,,I,SUFFIELD,SUFFIELD PD,Suffield,,A,8,Connecticut,CT,CT,1,New England,1,Northeast,Region I,City,15641,23359,CTUCR0001,Connecticut State Police Crimes Analysis Unit,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,2,21,2,5,7,1.3,1.8,1998-01-01,2002-10-01,2020-11-01,2020-02-01,2020-11-01,2020-11-01,N,CAPITOL PLANNING REGION,"Hartford-West Hartford-East Hartford, CT",Y,Y,Y
